song_name,name,song_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
I Got Rhythm,London Festival Orchestra,2oiHKp98u1ardAhKTFYDMg,0,0.484,0.504,0.0,-10.458,0.0,0.0902,0.837,5.2e-06,0.246,0.53,110.928,audio_features,2oiHKp98u1ardAhKTFYDMg,spotify:track:2oiHKp98u1ardAhKTFYDMg,https://api.spotify.com/v1/tracks/2oiHKp98u1ardAhKTFYDMg,https://api.spotify.com/v1/audio-analysis/2oiHKp98u1ardAhKTFYDMg,153907.0,4.0
I Got Rhythm,The London Festival Chorus,2oiHKp98u1ardAhKTFYDMg,0,0.484,0.504,0.0,-10.458,0.0,0.0902,0.837,5.2e-06,0.246,0.53,110.928,audio_features,2oiHKp98u1ardAhKTFYDMg,spotify:track:2oiHKp98u1ardAhKTFYDMg,https://api.spotify.com/v1/tracks/2oiHKp98u1ardAhKTFYDMg,https://api.spotify.com/v1/audio-analysis/2oiHKp98u1ardAhKTFYDMg,153907.0,4.0
I Got Rhythm,Stanley Black,2oiHKp98u1ardAhKTFYDMg,0,0.484,0.504,0.0,-10.458,0.0,0.0902,0.837,5.2e-06,0.246,0.53,110.928,audio_features,2oiHKp98u1ardAhKTFYDMg,spotify:track:2oiHKp98u1ardAhKTFYDMg,https://api.spotify.com/v1/tracks/2oiHKp98u1ardAhKTFYDMg,https://api.spotify.com/v1/audio-analysis/2oiHKp98u1ardAhKTFYDMg,153907.0,4.0
Cristina,Teleman,0LS9j29qzv8vKFz2Hi3G8c,0,0.783,0.516,7.0,-8.792,1.0,0.0493,0.397,5.86e-06,0.119,0.267,119.029,audio_features,0LS9j29qzv8vKFz2Hi3G8c,spotify:track:0LS9j29qzv8vKFz2Hi3G8c,https://api.spotify.com/v1/tracks/0LS9j29qzv8vKFz2Hi3G8c,https://api.spotify.com/v1/audio-analysis/0LS9j29qzv8vKFz2Hi3G8c,238907.0,4.0
"Amsterdam - Live, Olympia / 1964",Jacques Brel,39eqOHMUw2e4EYkFTUcQ9t,40,0.405,0.602,6.0,-11.102,0.0,0.222,0.706,0.0,0.953,0.555,128.029,audio_features,39eqOHMUw2e4EYkFTUcQ9t,spotify:track:39eqOHMUw2e4EYkFTUcQ9t,https://api.spotify.com/v1/tracks/39eqOHMUw2e4EYkFTUcQ9t,https://api.spotify.com/v1/audio-analysis/39eqOHMUw2e4EYkFTUcQ9t,197960.0,4.0
Ghost,Little Boots,1wGz3fx8NNLDtlYTGXP7fv,11,0.619,0.619,4.0,-7.834,1.0,0.0426,0.251,8.18e-05,0.12,0.884,152.043,audio_features,1wGz3fx8NNLDtlYTGXP7fv,spotify:track:1wGz3fx8NNLDtlYTGXP7fv,https://api.spotify.com/v1/tracks/1wGz3fx8NNLDtlYTGXP7fv,https://api.spotify.com/v1/audio-analysis/1wGz3fx8NNLDtlYTGXP7fv,182800.0,4.0
Never Let Me Down - 2018 Remaster,David Bowie,4Isxh2Pb2UM6nodfWtCprx,25,0.692,0.894,9.0,-6.598,0.0,0.0313,0.262,0.00229,0.154,0.854,110.249,audio_features,4Isxh2Pb2UM6nodfWtCprx,spotify:track:4Isxh2Pb2UM6nodfWtCprx,https://api.spotify.com/v1/tracks/4Isxh2Pb2UM6nodfWtCprx,https://api.spotify.com/v1/audio-analysis/4Isxh2Pb2UM6nodfWtCprx,245360.0,4.0
Long Live Love - Mono Mix,Sandie Shaw,7lp8E6HI5aeWhS0uP5TI4u,39,0.624,0.583,0.0,-6.935,1.0,0.0525,0.592,0.0,0.0789,0.946,75.552,audio_features,7lp8E6HI5aeWhS0uP5TI4u,spotify:track:7lp8E6HI5aeWhS0uP5TI4u,https://api.spotify.com/v1/tracks/7lp8E6HI5aeWhS0uP5TI4u,https://api.spotify.com/v1/audio-analysis/7lp8E6HI5aeWhS0uP5TI4u,160680.0,4.0
What a Wonderful World,Joey Ramone,04cdEVbQPb8BJb7593e5fO,2,0.422,0.878,5.0,-4.863,1.0,0.0442,0.00935,0.332,0.201,0.496,84.044,audio_features,04cdEVbQPb8BJb7593e5fO,spotify:track:04cdEVbQPb8BJb7593e5fO,https://api.spotify.com/v1/tracks/04cdEVbQPb8BJb7593e5fO,https://api.spotify.com/v1/audio-analysis/04cdEVbQPb8BJb7593e5fO,143360.0,4.0
Levi Stubbs' Tears,Billy Bragg,2FEhotYzQW8wdxy6PN2WU8,40,0.437,0.565,11.0,-5.937,0.0,0.0335,0.598,1e-05,0.417,0.517,135.416,audio_features,2FEhotYzQW8wdxy6PN2WU8,spotify:track:2FEhotYzQW8wdxy6PN2WU8,https://api.spotify.com/v1/tracks/2FEhotYzQW8wdxy6PN2WU8,https://api.spotify.com/v1/audio-analysis/2FEhotYzQW8wdxy6PN2WU8,211773.0,4.0
Baby's Coming Back To Me,Jarvis Cocker,1Cf4dRR2VtxMiIdx7UfHqs,29,0.459,0.317,0.0,-11.439,1.0,0.0454,0.908,0.00049,0.108,0.439,170.024,audio_features,1Cf4dRR2VtxMiIdx7UfHqs,spotify:track:1Cf4dRR2VtxMiIdx7UfHqs,https://api.spotify.com/v1/tracks/1Cf4dRR2VtxMiIdx7UfHqs,https://api.spotify.com/v1/audio-analysis/1Cf4dRR2VtxMiIdx7UfHqs,251040.0,4.0
Another Nail In My Heart,Squeeze,7c3WIsUNdaMNbQQzL1Q56l,47,0.557,0.6,4.0,-14.442,1.0,0.0334,0.109,9.47e-06,0.137,0.834,149.645,audio_features,7c3WIsUNdaMNbQQzL1Q56l,spotify:track:7c3WIsUNdaMNbQQzL1Q56l,https://api.spotify.com/v1/tracks/7c3WIsUNdaMNbQQzL1Q56l,https://api.spotify.com/v1/audio-analysis/7c3WIsUNdaMNbQQzL1Q56l,176173.0,4.0
Get Up (I Feel Like Being A) Sex Machine - Pt. 1 & 2,James Brown,1qvY84PQZYJ6ZLhQ9DEl2R,0,0.825,0.812,10.0,-4.663,0.0,0.108,0.319,4.58e-05,0.267,0.847,108.352,audio_features,1qvY84PQZYJ6ZLhQ9DEl2R,spotify:track:1qvY84PQZYJ6ZLhQ9DEl2R,https://api.spotify.com/v1/tracks/1qvY84PQZYJ6ZLhQ9DEl2R,https://api.spotify.com/v1/audio-analysis/1qvY84PQZYJ6ZLhQ9DEl2R,316253.0,4.0
The Boy Done Good,Billy Bragg,7kQHOZaFuqOWPnMXcgNM66,14,0.667,0.747,6.0,-7.337,0.0,0.0314,0.403,0.0,0.0584,0.721,134.014,audio_features,7kQHOZaFuqOWPnMXcgNM66,spotify:track:7kQHOZaFuqOWPnMXcgNM66,https://api.spotify.com/v1/tracks/7kQHOZaFuqOWPnMXcgNM66,https://api.spotify.com/v1/audio-analysis/7kQHOZaFuqOWPnMXcgNM66,204133.0,4.0
Wild Eyed Boy From Freecloud - 2019 Mix,David Bowie,2KPCttliL6r7wiSz1zboid,20,0.424,0.4,4.0,-8.707,0.0,0.0303,0.372,0.0,0.167,0.171,130.188,audio_features,2KPCttliL6r7wiSz1zboid,spotify:track:2KPCttliL6r7wiSz1zboid,https://api.spotify.com/v1/tracks/2KPCttliL6r7wiSz1zboid,https://api.spotify.com/v1/audio-analysis/2KPCttliL6r7wiSz1zboid,290539.0,4.0
I'm A Believer - Previously Unreleased Extended Version,Robert Wyatt,6JA0KwGSeHjVriQUACURc7,18,0.369,0.719,0.0,-9.319,1.0,0.043,0.0327,2.08e-05,0.645,0.599,139.504,audio_features,6JA0KwGSeHjVriQUACURc7,spotify:track:6JA0KwGSeHjVriQUACURc7,https://api.spotify.com/v1/tracks/6JA0KwGSeHjVriQUACURc7,https://api.spotify.com/v1/audio-analysis/6JA0KwGSeHjVriQUACURc7,298293.0,4.0
Rhythm of the Rain,The Cascades,7GHf8dQ2wA71wYOuRsQCZP,61,0.659,0.66,0.0,-8.337,1.0,0.0441,0.627,0.000217,0.136,0.672,116.634,audio_features,7GHf8dQ2wA71wYOuRsQCZP,spotify:track:7GHf8dQ2wA71wYOuRsQCZP,https://api.spotify.com/v1/tracks/7GHf8dQ2wA71wYOuRsQCZP,https://api.spotify.com/v1/audio-analysis/7GHf8dQ2wA71wYOuRsQCZP,146360.0,4.0
She's So Lovely,Scouting For Girls,0IfvvQWe8SjqiCYOMvvnwK,0,0.504,0.859,0.0,-3.335,1.0,0.0624,0.0673,0.0,0.0468,0.643,167.125,audio_features,0IfvvQWe8SjqiCYOMvvnwK,spotify:track:0IfvvQWe8SjqiCYOMvvnwK,https://api.spotify.com/v1/tracks/0IfvvQWe8SjqiCYOMvvnwK,https://api.spotify.com/v1/audio-analysis/0IfvvQWe8SjqiCYOMvvnwK,223813.0,4.0
Who Do You Think You Are,Saint Etienne,3hI3X8tPyxsOHbq5BdM6Eu,0,0.667,0.792,6.0,-5.368,1.0,0.0317,0.14,4.07e-05,0.0896,0.775,114.959,audio_features,3hI3X8tPyxsOHbq5BdM6Eu,spotify:track:3hI3X8tPyxsOHbq5BdM6Eu,https://api.spotify.com/v1/tracks/3hI3X8tPyxsOHbq5BdM6Eu,https://api.spotify.com/v1/audio-analysis/3hI3X8tPyxsOHbq5BdM6Eu,229960.0,4.0
Club Foot,Kasabian,6C0xucNj75wRdlejwWIEW1,60,0.238,0.919,0.0,-6.893,1.0,0.0816,0.0257,2.31e-05,0.0914,0.123,101.752,audio_features,6C0xucNj75wRdlejwWIEW1,spotify:track:6C0xucNj75wRdlejwWIEW1,https://api.spotify.com/v1/tracks/6C0xucNj75wRdlejwWIEW1,https://api.spotify.com/v1/audio-analysis/6C0xucNj75wRdlejwWIEW1,214373.0,4.0
The Kids Aren't Alright,The Offspring,4EchqUKQ3qAQuRNKmeIpnf,83,0.523,0.943,1.0,-4.203,1.0,0.0337,0.00704,3.81e-05,0.0579,0.766,99.607,audio_features,4EchqUKQ3qAQuRNKmeIpnf,spotify:track:4EchqUKQ3qAQuRNKmeIpnf,https://api.spotify.com/v1/tracks/4EchqUKQ3qAQuRNKmeIpnf,https://api.spotify.com/v1/audio-analysis/4EchqUKQ3qAQuRNKmeIpnf,180160.0,4.0
I Want To See The Bright Lights Tonight,Bellowhead,4rnOn3u91clOeIjzqR8w97,3,0.514,0.942,7.0,-7.255,1.0,0.0478,0.0636,0.00022,0.16,0.892,160.207,audio_features,4rnOn3u91clOeIjzqR8w97,spotify:track:4rnOn3u91clOeIjzqR8w97,https://api.spotify.com/v1/tracks/4rnOn3u91clOeIjzqR8w97,https://api.spotify.com/v1/audio-analysis/4rnOn3u91clOeIjzqR8w97,204467.0,4.0
Hold On - Single Edit,Wilson Phillips,6ZEH41nhWFoVbNZxHb24Ji,48,0.688,0.673,5.0,-8.971,1.0,0.0271,0.604,0.0,0.0906,0.575,97.783,audio_features,6ZEH41nhWFoVbNZxHb24Ji,spotify:track:6ZEH41nhWFoVbNZxHb24Ji,https://api.spotify.com/v1/tracks/6ZEH41nhWFoVbNZxHb24Ji,https://api.spotify.com/v1/audio-analysis/6ZEH41nhWFoVbNZxHb24Ji,221333.0,4.0
Don't Stop the Carnival (Bonus Track),Alan Price,1Yzqckeac7lOW18CAsVzFH,13,0.53,0.525,7.0,-9.82,1.0,0.0304,0.26,0.000153,0.128,0.69,96.846,audio_features,1Yzqckeac7lOW18CAsVzFH,spotify:track:1Yzqckeac7lOW18CAsVzFH,https://api.spotify.com/v1/tracks/1Yzqckeac7lOW18CAsVzFH,https://api.spotify.com/v1/audio-analysis/1Yzqckeac7lOW18CAsVzFH,151227.0,4.0
Pray On,The Staple Singers,3zHAECSqgpll52j7VA2qm9,1,0.369,0.581,5.0,-7.906,0.0,0.0578,0.939,0.000233,0.0954,0.638,177.176,audio_features,3zHAECSqgpll52j7VA2qm9,spotify:track:3zHAECSqgpll52j7VA2qm9,https://api.spotify.com/v1/tracks/3zHAECSqgpll52j7VA2qm9,https://api.spotify.com/v1/audio-analysis/3zHAECSqgpll52j7VA2qm9,159707.0,4.0
The Ghost Of Christmas Boring,Jim Bob,1S4W0XUK2WeodmMMjZfXv2,0,0.524,0.669,0.0,-5.548,1.0,0.0286,0.126,3.43e-06,0.112,0.711,143.998,audio_features,1S4W0XUK2WeodmMMjZfXv2,spotify:track:1S4W0XUK2WeodmMMjZfXv2,https://api.spotify.com/v1/tracks/1S4W0XUK2WeodmMMjZfXv2,https://api.spotify.com/v1/audio-analysis/1S4W0XUK2WeodmMMjZfXv2,181080.0,4.0
The Big Country: Main Theme,Jerome Moross,5bvWaXBAaleRnjJaINOaau,10,0.243,0.207,7.0,-19.074,1.0,0.0386,0.782,0.921,0.146,0.229,68.177,audio_features,5bvWaXBAaleRnjJaINOaau,spotify:track:5bvWaXBAaleRnjJaINOaau,https://api.spotify.com/v1/tracks/5bvWaXBAaleRnjJaINOaau,https://api.spotify.com/v1/audio-analysis/5bvWaXBAaleRnjJaINOaau,180573.0,4.0
The Big Country: Main Theme,Royal Philharmonic Orchestra,5bvWaXBAaleRnjJaINOaau,10,0.243,0.207,7.0,-19.074,1.0,0.0386,0.782,0.921,0.146,0.229,68.177,audio_features,5bvWaXBAaleRnjJaINOaau,spotify:track:5bvWaXBAaleRnjJaINOaau,https://api.spotify.com/v1/tracks/5bvWaXBAaleRnjJaINOaau,https://api.spotify.com/v1/audio-analysis/5bvWaXBAaleRnjJaINOaau,180573.0,4.0
The Big Country: Main Theme,José Serebrier,5bvWaXBAaleRnjJaINOaau,10,0.243,0.207,7.0,-19.074,1.0,0.0386,0.782,0.921,0.146,0.229,68.177,audio_features,5bvWaXBAaleRnjJaINOaau,spotify:track:5bvWaXBAaleRnjJaINOaau,https://api.spotify.com/v1/tracks/5bvWaXBAaleRnjJaINOaau,https://api.spotify.com/v1/audio-analysis/5bvWaXBAaleRnjJaINOaau,180573.0,4.0
I Can't Stand the Rain,Ann Peebles,0CcL4kSHKIEwF3IW0BGgb6,61,0.727,0.387,1.0,-12.333,1.0,0.0412,0.248,0.0102,0.0625,0.966,160.395,audio_features,0CcL4kSHKIEwF3IW0BGgb6,spotify:track:0CcL4kSHKIEwF3IW0BGgb6,https://api.spotify.com/v1/tracks/0CcL4kSHKIEwF3IW0BGgb6,https://api.spotify.com/v1/audio-analysis/0CcL4kSHKIEwF3IW0BGgb6,150400.0,4.0
"Carnival of the Animals, R. 125: XII. Fossils",Camille Saint-Saëns,6aj5y6sxED2x2c0btbsm7q,0,0.527,0.246,10.0,-16.834,1.0,0.0334,0.967,0.63,0.226,0.733,112.45,audio_features,6aj5y6sxED2x2c0btbsm7q,spotify:track:6aj5y6sxED2x2c0btbsm7q,https://api.spotify.com/v1/tracks/6aj5y6sxED2x2c0btbsm7q,https://api.spotify.com/v1/audio-analysis/6aj5y6sxED2x2c0btbsm7q,80898.0,4.0
"Carnival of the Animals, R. 125: XII. Fossils","Pro Musica Orchestra, Vienna",6aj5y6sxED2x2c0btbsm7q,0,0.527,0.246,10.0,-16.834,1.0,0.0334,0.967,0.63,0.226,0.733,112.45,audio_features,6aj5y6sxED2x2c0btbsm7q,spotify:track:6aj5y6sxED2x2c0btbsm7q,https://api.spotify.com/v1/tracks/6aj5y6sxED2x2c0btbsm7q,https://api.spotify.com/v1/audio-analysis/6aj5y6sxED2x2c0btbsm7q,80898.0,4.0
"Carnival of the Animals, R. 125: XII. Fossils",Ferdinand Roth,6aj5y6sxED2x2c0btbsm7q,0,0.527,0.246,10.0,-16.834,1.0,0.0334,0.967,0.63,0.226,0.733,112.45,audio_features,6aj5y6sxED2x2c0btbsm7q,spotify:track:6aj5y6sxED2x2c0btbsm7q,https://api.spotify.com/v1/tracks/6aj5y6sxED2x2c0btbsm7q,https://api.spotify.com/v1/audio-analysis/6aj5y6sxED2x2c0btbsm7q,80898.0,4.0
Spaceman,The Killers,0cQUOFWG27UCdOS1F8s80V,0,0.526,0.921,4.0,-4.07,1.0,0.0549,0.00273,0.000728,0.126,0.85,152.019,audio_features,0cQUOFWG27UCdOS1F8s80V,spotify:track:0cQUOFWG27UCdOS1F8s80V,https://api.spotify.com/v1/tracks/0cQUOFWG27UCdOS1F8s80V,https://api.spotify.com/v1/audio-analysis/0cQUOFWG27UCdOS1F8s80V,284547.0,4.0
I Second That Emotion - Single Version / Mono,Smokey Robinson & The Miracles,0KlIZnJCbJH2hglNhprgiT,0,0.707,0.727,2.0,-5.752,1.0,0.0327,0.182,1.92e-06,0.0383,0.888,96.904,audio_features,0KlIZnJCbJH2hglNhprgiT,spotify:track:0KlIZnJCbJH2hglNhprgiT,https://api.spotify.com/v1/tracks/0KlIZnJCbJH2hglNhprgiT,https://api.spotify.com/v1/audio-analysis/0KlIZnJCbJH2hglNhprgiT,162293.0,4.0
Wild Thing,The Troggs,2VGv9RV5POeCU3UlehM2sX,0,0.446,0.92,9.0,-4.228,1.0,0.183,0.754,0.0514,0.239,0.656,203.034,audio_features,2VGv9RV5POeCU3UlehM2sX,spotify:track:2VGv9RV5POeCU3UlehM2sX,https://api.spotify.com/v1/tracks/2VGv9RV5POeCU3UlehM2sX,https://api.spotify.com/v1/audio-analysis/2VGv9RV5POeCU3UlehM2sX,154987.0,4.0
"Rainbow Connection - From ""The Muppet Movie""/Soundtrack Version",Kermit,4wCoZ2T1q0xt6k1tCBee1S,0,0.704,0.308,9.0,-13.625,1.0,0.0382,0.57,0.0,0.101,0.408,115.138,audio_features,4wCoZ2T1q0xt6k1tCBee1S,spotify:track:4wCoZ2T1q0xt6k1tCBee1S,https://api.spotify.com/v1/tracks/4wCoZ2T1q0xt6k1tCBee1S,https://api.spotify.com/v1/audio-analysis/4wCoZ2T1q0xt6k1tCBee1S,195813.0,3.0
Clementine,Mark Owen,0Q5nnUYjVn25WuP8oNKbbm,39,0.6,0.77,1.0,-8.593,1.0,0.029,0.0788,1.04e-06,0.183,0.662,119.81,audio_features,0Q5nnUYjVn25WuP8oNKbbm,spotify:track:0Q5nnUYjVn25WuP8oNKbbm,https://api.spotify.com/v1/tracks/0Q5nnUYjVn25WuP8oNKbbm,https://api.spotify.com/v1/audio-analysis/0Q5nnUYjVn25WuP8oNKbbm,250093.0,4.0
Sunset (Bird of Prey),Fatboy Slim,0wCjjd7yT2egk5Fr59k9bR,0,0.391,0.911,2.0,-11.25,1.0,0.0525,0.513,0.257,0.278,0.206,125.681,audio_features,0wCjjd7yT2egk5Fr59k9bR,spotify:track:0wCjjd7yT2egk5Fr59k9bR,https://api.spotify.com/v1/tracks/0wCjjd7yT2egk5Fr59k9bR,https://api.spotify.com/v1/audio-analysis/0wCjjd7yT2egk5Fr59k9bR,409827.0,4.0
Love My Way,The Psychedelic Furs,0YqgyyypNhIKgMR6D716PN,0,0.637,0.85,0.0,-5.054,1.0,0.0351,0.0048,0.000179,0.152,0.52,126.106,audio_features,0YqgyyypNhIKgMR6D716PN,spotify:track:0YqgyyypNhIKgMR6D716PN,https://api.spotify.com/v1/tracks/0YqgyyypNhIKgMR6D716PN,https://api.spotify.com/v1/audio-analysis/0YqgyyypNhIKgMR6D716PN,213973.0,4.0
Why Does It Always Rain on Me?,Travis,2ESrrtLRj1omqqsnGiyafo,0,0.497,0.537,4.0,-9.264,1.0,0.0269,0.079,0.000139,0.0782,0.371,108.448,audio_features,2ESrrtLRj1omqqsnGiyafo,spotify:track:2ESrrtLRj1omqqsnGiyafo,https://api.spotify.com/v1/tracks/2ESrrtLRj1omqqsnGiyafo,https://api.spotify.com/v1/audio-analysis/2ESrrtLRj1omqqsnGiyafo,265000.0,4.0
Black Denim Trousers & Motorcycle Boots,The Cheers,3j184wpfF4tD8tEcnOhPPE,15,0.726,0.638,8.0,-13.406,1.0,0.213,0.375,8.26e-06,0.0779,0.961,153.472,audio_features,3j184wpfF4tD8tEcnOhPPE,spotify:track:3j184wpfF4tD8tEcnOhPPE,https://api.spotify.com/v1/tracks/3j184wpfF4tD8tEcnOhPPE,https://api.spotify.com/v1/audio-analysis/3j184wpfF4tD8tEcnOhPPE,132080.0,4.0
I Can Change,Brandon Flowers,15r3GxVj2zGfO3GFGHTnQZ,35,0.413,0.837,2.0,-5.138,0.0,0.0822,0.115,1.1e-05,0.12,0.351,131.373,audio_features,15r3GxVj2zGfO3GFGHTnQZ,spotify:track:15r3GxVj2zGfO3GFGHTnQZ,https://api.spotify.com/v1/tracks/15r3GxVj2zGfO3GFGHTnQZ,https://api.spotify.com/v1/audio-analysis/15r3GxVj2zGfO3GFGHTnQZ,258667.0,4.0
The Promise,When In Rome,48p5E25cFPanxuwCTmTpuL,70,0.629,0.876,0.0,-10.141,1.0,0.0444,0.0864,7.72e-05,0.0431,0.358,118.01,audio_features,48p5E25cFPanxuwCTmTpuL,spotify:track:48p5E25cFPanxuwCTmTpuL,https://api.spotify.com/v1/tracks/48p5E25cFPanxuwCTmTpuL,https://api.spotify.com/v1/audio-analysis/48p5E25cFPanxuwCTmTpuL,220960.0,4.0
The Gnu Song,Flanders & Swann,52HRCPyzVqut2PK1IglGje,20,0.535,0.317,0.0,-21.686,0.0,0.869,0.806,0.0,0.7,0.521,58.308,audio_features,52HRCPyzVqut2PK1IglGje,spotify:track:52HRCPyzVqut2PK1IglGje,https://api.spotify.com/v1/tracks/52HRCPyzVqut2PK1IglGje,https://api.spotify.com/v1/audio-analysis/52HRCPyzVqut2PK1IglGje,186000.0,4.0
The Old Ark's A Moving,Seven Foot Dilly & His Hot Pickles,2LWPxLNlq5hzBdTAZOCZG1,2,0.633,0.373,1.0,-16.77,1.0,0.0483,0.963,0.0,0.354,0.585,90.258,audio_features,2LWPxLNlq5hzBdTAZOCZG1,spotify:track:2LWPxLNlq5hzBdTAZOCZG1,https://api.spotify.com/v1/tracks/2LWPxLNlq5hzBdTAZOCZG1,https://api.spotify.com/v1/audio-analysis/2LWPxLNlq5hzBdTAZOCZG1,178333.0,4.0
The Old Ark's A Moving,A.A. Gray,2LWPxLNlq5hzBdTAZOCZG1,2,0.633,0.373,1.0,-16.77,1.0,0.0483,0.963,0.0,0.354,0.585,90.258,audio_features,2LWPxLNlq5hzBdTAZOCZG1,spotify:track:2LWPxLNlq5hzBdTAZOCZG1,https://api.spotify.com/v1/tracks/2LWPxLNlq5hzBdTAZOCZG1,https://api.spotify.com/v1/audio-analysis/2LWPxLNlq5hzBdTAZOCZG1,178333.0,4.0
The Colour Field,The Colourfield,7cE3f2GpCVOPuill266o8n,0,0.639,0.596,7.0,-13.26,0.0,0.0342,0.0859,0.0102,0.0752,0.826,158.578,audio_features,7cE3f2GpCVOPuill266o8n,spotify:track:7cE3f2GpCVOPuill266o8n,https://api.spotify.com/v1/tracks/7cE3f2GpCVOPuill266o8n,https://api.spotify.com/v1/audio-analysis/7cE3f2GpCVOPuill266o8n,173507.0,4.0
The Loneliest Of Creatures,Klaatu,7oGEmTlaw5f2V4h620RRfm,21,0.545,0.437,1.0,-10.99,1.0,0.0302,0.418,0.00685,0.168,0.44,124.96,audio_features,7oGEmTlaw5f2V4h620RRfm,spotify:track:7oGEmTlaw5f2V4h620RRfm,https://api.spotify.com/v1/tracks/7oGEmTlaw5f2V4h620RRfm,https://api.spotify.com/v1/audio-analysis/7oGEmTlaw5f2V4h620RRfm,224707.0,4.0
Staying Out For The Summer,Dodgy,0Z8CJq9ntVrA8PHT35ZANv,46,0.368,0.887,7.0,-6.229,1.0,0.0661,0.0298,0.0,0.118,0.575,143.782,audio_features,0Z8CJq9ntVrA8PHT35ZANv,spotify:track:0Z8CJq9ntVrA8PHT35ZANv,https://api.spotify.com/v1/tracks/0Z8CJq9ntVrA8PHT35ZANv,https://api.spotify.com/v1/audio-analysis/0Z8CJq9ntVrA8PHT35ZANv,192960.0,4.0
Laid So Low (Tears Roll Down),Tears For Fears,48yxYd0B7f99whJPhEYhLa,0,0.573,0.802,10.0,-9.696,0.0,0.0322,0.01,0.1,0.0909,0.507,114.069,audio_features,48yxYd0B7f99whJPhEYhLa,spotify:track:48yxYd0B7f99whJPhEYhLa,https://api.spotify.com/v1/tracks/48yxYd0B7f99whJPhEYhLa,https://api.spotify.com/v1/audio-analysis/48yxYd0B7f99whJPhEYhLa,284600.0,4.0
Turn Up That Dial,Dropkick Murphys,7g9l5rfWvDqwJLk3tolj2d,0,0.215,0.978,0.0,-5.003,0.0,0.1,5.04e-05,5.39e-06,0.362,0.477,108.058,audio_features,7g9l5rfWvDqwJLk3tolj2d,spotify:track:7g9l5rfWvDqwJLk3tolj2d,https://api.spotify.com/v1/tracks/7g9l5rfWvDqwJLk3tolj2d,https://api.spotify.com/v1/audio-analysis/7g9l5rfWvDqwJLk3tolj2d,222749.0,3.0
The Wild Rover - Live,The Dubliners,20TTcvoIoyFKZJTT730ZVw,0,0.363,0.648,7.0,-7.527,1.0,0.156,0.955,2.16e-05,0.731,0.778,156.606,audio_features,20TTcvoIoyFKZJTT730ZVw,spotify:track:20TTcvoIoyFKZJTT730ZVw,https://api.spotify.com/v1/tracks/20TTcvoIoyFKZJTT730ZVw,https://api.spotify.com/v1/audio-analysis/20TTcvoIoyFKZJTT730ZVw,193493.0,3.0
Deep Dark Truthful Mirror,Elvis Costello,3miNUXAGvMFePI3EwItWWY,26,0.406,0.354,7.0,-8.701,1.0,0.0455,0.233,0.0,0.341,0.58,78.477,audio_features,3miNUXAGvMFePI3EwItWWY,spotify:track:3miNUXAGvMFePI3EwItWWY,https://api.spotify.com/v1/tracks/3miNUXAGvMFePI3EwItWWY,https://api.spotify.com/v1/audio-analysis/3miNUXAGvMFePI3EwItWWY,245133.0,3.0
Slight Return,The Bluetones,3SyPTIK2xO4UhlpmKPsnK6,52,0.431,0.903,2.0,-6.577,1.0,0.0406,0.02,4.95e-05,0.173,0.672,102.787,audio_features,3SyPTIK2xO4UhlpmKPsnK6,spotify:track:3SyPTIK2xO4UhlpmKPsnK6,https://api.spotify.com/v1/tracks/3SyPTIK2xO4UhlpmKPsnK6,https://api.spotify.com/v1/audio-analysis/3SyPTIK2xO4UhlpmKPsnK6,201133.0,4.0
All Stood Still,Ultravox,5ZoChP5d7Qs91frlxk8DcK,0,0.527,0.758,10.0,-11.381,1.0,0.0347,0.000463,0.0554,0.0504,0.967,158.733,audio_features,5ZoChP5d7Qs91frlxk8DcK,spotify:track:5ZoChP5d7Qs91frlxk8DcK,https://api.spotify.com/v1/tracks/5ZoChP5d7Qs91frlxk8DcK,https://api.spotify.com/v1/audio-analysis/5ZoChP5d7Qs91frlxk8DcK,222200.0,4.0
As Tears Go By - Remastered 2002,The Rolling Stones,4EHZZvEQdwRsIEU7YWZKSz,0,0.375,0.29,7.0,-10.889,1.0,0.0293,0.734,0.00169,0.185,0.344,113.163,audio_features,4EHZZvEQdwRsIEU7YWZKSz,spotify:track:4EHZZvEQdwRsIEU7YWZKSz,https://api.spotify.com/v1/tracks/4EHZZvEQdwRsIEU7YWZKSz,https://api.spotify.com/v1/audio-analysis/4EHZZvEQdwRsIEU7YWZKSz,165213.0,4.0
Somebody up There Likes Me - 2016 Remaster,David Bowie,1OfSGTcLJwvun8KRLsg53d,43,0.282,0.835,9.0,-6.896,1.0,0.203,0.235,7.16e-06,0.321,0.461,185.54,audio_features,1OfSGTcLJwvun8KRLsg53d,spotify:track:1OfSGTcLJwvun8KRLsg53d,https://api.spotify.com/v1/tracks/1OfSGTcLJwvun8KRLsg53d,https://api.spotify.com/v1/audio-analysis/1OfSGTcLJwvun8KRLsg53d,396453.0,4.0
