song_name,name,song_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Haunted,Shane MacGowan,2oFSo7vhrGqZePsOKxcrZg,0,0.479,0.527,4.0,-9.116,1.0,0.0325,0.531,2.8e-05,0.0797,0.387,108.622,audio_features,2oFSo7vhrGqZePsOKxcrZg,spotify:track:2oFSo7vhrGqZePsOKxcrZg,https://api.spotify.com/v1/tracks/2oFSo7vhrGqZePsOKxcrZg,https://api.spotify.com/v1/audio-analysis/2oFSo7vhrGqZePsOKxcrZg,251347.0,4.0
Haunted,Sinéad O'Connor,2oFSo7vhrGqZePsOKxcrZg,0,0.479,0.527,4.0,-9.116,1.0,0.0325,0.531,2.8e-05,0.0797,0.387,108.622,audio_features,2oFSo7vhrGqZePsOKxcrZg,spotify:track:2oFSo7vhrGqZePsOKxcrZg,https://api.spotify.com/v1/tracks/2oFSo7vhrGqZePsOKxcrZg,https://api.spotify.com/v1/audio-analysis/2oFSo7vhrGqZePsOKxcrZg,251347.0,4.0
This Used to Be My Playground,Madonna,637V2ymBt4Ljlbz4EmRys8,52,0.499,0.308,7.0,-11.692,0.0,0.0264,0.754,0.000943,0.124,0.0706,75.91,audio_features,637V2ymBt4Ljlbz4EmRys8,spotify:track:637V2ymBt4Ljlbz4EmRys8,https://api.spotify.com/v1/tracks/637V2ymBt4Ljlbz4EmRys8,https://api.spotify.com/v1/audio-analysis/637V2ymBt4Ljlbz4EmRys8,310267.0,4.0
"Past, Present & Future",The Shangri-Las,6ozkTvpSzrRK9vJCMksza3,31,0.349,0.208,8.0,-15.491,1.0,0.037,0.799,0.217,0.13,0.176,135.098,audio_features,6ozkTvpSzrRK9vJCMksza3,spotify:track:6ozkTvpSzrRK9vJCMksza3,https://api.spotify.com/v1/tracks/6ozkTvpSzrRK9vJCMksza3,https://api.spotify.com/v1/audio-analysis/6ozkTvpSzrRK9vJCMksza3,160267.0,3.0
Plastic Palace People,Scott Walker,3o8beui1UaY3NPldZl6XDz,3,0.168,0.374,7.0,-12.557,0.0,0.0326,0.805,0.00343,0.306,0.236,81.228,audio_features,3o8beui1UaY3NPldZl6XDz,spotify:track:3o8beui1UaY3NPldZl6XDz,https://api.spotify.com/v1/tracks/3o8beui1UaY3NPldZl6XDz,https://api.spotify.com/v1/audio-analysis/3o8beui1UaY3NPldZl6XDz,366827.0,3.0
Can You Feel It,The Jacksons,7zz6TEDnwmmRaUcRBHZDmq,0,0.896,0.651,11.0,-6.725,0.0,0.0484,0.0484,0.000528,0.247,0.881,125.361,audio_features,7zz6TEDnwmmRaUcRBHZDmq,spotify:track:7zz6TEDnwmmRaUcRBHZDmq,https://api.spotify.com/v1/tracks/7zz6TEDnwmmRaUcRBHZDmq,https://api.spotify.com/v1/audio-analysis/7zz6TEDnwmmRaUcRBHZDmq,358373.0,4.0
Can You Feel It,Rhonda Gentry,7zz6TEDnwmmRaUcRBHZDmq,0,0.896,0.651,11.0,-6.725,0.0,0.0484,0.0484,0.000528,0.247,0.881,125.361,audio_features,7zz6TEDnwmmRaUcRBHZDmq,spotify:track:7zz6TEDnwmmRaUcRBHZDmq,https://api.spotify.com/v1/tracks/7zz6TEDnwmmRaUcRBHZDmq,https://api.spotify.com/v1/audio-analysis/7zz6TEDnwmmRaUcRBHZDmq,358373.0,4.0
Can You Feel It,Gerry Garrett,7zz6TEDnwmmRaUcRBHZDmq,0,0.896,0.651,11.0,-6.725,0.0,0.0484,0.0484,0.000528,0.247,0.881,125.361,audio_features,7zz6TEDnwmmRaUcRBHZDmq,spotify:track:7zz6TEDnwmmRaUcRBHZDmq,https://api.spotify.com/v1/tracks/7zz6TEDnwmmRaUcRBHZDmq,https://api.spotify.com/v1/audio-analysis/7zz6TEDnwmmRaUcRBHZDmq,358373.0,4.0
Can You Feel It,Lita Aubrey,7zz6TEDnwmmRaUcRBHZDmq,0,0.896,0.651,11.0,-6.725,0.0,0.0484,0.0484,0.000528,0.247,0.881,125.361,audio_features,7zz6TEDnwmmRaUcRBHZDmq,spotify:track:7zz6TEDnwmmRaUcRBHZDmq,https://api.spotify.com/v1/tracks/7zz6TEDnwmmRaUcRBHZDmq,https://api.spotify.com/v1/audio-analysis/7zz6TEDnwmmRaUcRBHZDmq,358373.0,4.0
Can You Feel It,Paulette Brown,7zz6TEDnwmmRaUcRBHZDmq,0,0.896,0.651,11.0,-6.725,0.0,0.0484,0.0484,0.000528,0.247,0.881,125.361,audio_features,7zz6TEDnwmmRaUcRBHZDmq,spotify:track:7zz6TEDnwmmRaUcRBHZDmq,https://api.spotify.com/v1/tracks/7zz6TEDnwmmRaUcRBHZDmq,https://api.spotify.com/v1/audio-analysis/7zz6TEDnwmmRaUcRBHZDmq,358373.0,4.0
Can You Feel It,Venetta Fields,7zz6TEDnwmmRaUcRBHZDmq,0,0.896,0.651,11.0,-6.725,0.0,0.0484,0.0484,0.000528,0.247,0.881,125.361,audio_features,7zz6TEDnwmmRaUcRBHZDmq,spotify:track:7zz6TEDnwmmRaUcRBHZDmq,https://api.spotify.com/v1/tracks/7zz6TEDnwmmRaUcRBHZDmq,https://api.spotify.com/v1/audio-analysis/7zz6TEDnwmmRaUcRBHZDmq,358373.0,4.0
Can You Feel It,Roy Galloway,7zz6TEDnwmmRaUcRBHZDmq,0,0.896,0.651,11.0,-6.725,0.0,0.0484,0.0484,0.000528,0.247,0.881,125.361,audio_features,7zz6TEDnwmmRaUcRBHZDmq,spotify:track:7zz6TEDnwmmRaUcRBHZDmq,https://api.spotify.com/v1/tracks/7zz6TEDnwmmRaUcRBHZDmq,https://api.spotify.com/v1/audio-analysis/7zz6TEDnwmmRaUcRBHZDmq,358373.0,4.0
Can You Feel It,Stephanie Spruill,7zz6TEDnwmmRaUcRBHZDmq,0,0.896,0.651,11.0,-6.725,0.0,0.0484,0.0484,0.000528,0.247,0.881,125.361,audio_features,7zz6TEDnwmmRaUcRBHZDmq,spotify:track:7zz6TEDnwmmRaUcRBHZDmq,https://api.spotify.com/v1/tracks/7zz6TEDnwmmRaUcRBHZDmq,https://api.spotify.com/v1/audio-analysis/7zz6TEDnwmmRaUcRBHZDmq,358373.0,4.0
Can You Feel It,Tyrell (Rock) Deadrick,7zz6TEDnwmmRaUcRBHZDmq,0,0.896,0.651,11.0,-6.725,0.0,0.0484,0.0484,0.000528,0.247,0.881,125.361,audio_features,7zz6TEDnwmmRaUcRBHZDmq,spotify:track:7zz6TEDnwmmRaUcRBHZDmq,https://api.spotify.com/v1/tracks/7zz6TEDnwmmRaUcRBHZDmq,https://api.spotify.com/v1/audio-analysis/7zz6TEDnwmmRaUcRBHZDmq,358373.0,4.0
Can You Feel It,Jim Gilstrap,7zz6TEDnwmmRaUcRBHZDmq,0,0.896,0.651,11.0,-6.725,0.0,0.0484,0.0484,0.000528,0.247,0.881,125.361,audio_features,7zz6TEDnwmmRaUcRBHZDmq,spotify:track:7zz6TEDnwmmRaUcRBHZDmq,https://api.spotify.com/v1/tracks/7zz6TEDnwmmRaUcRBHZDmq,https://api.spotify.com/v1/audio-analysis/7zz6TEDnwmmRaUcRBHZDmq,358373.0,4.0
Can You Feel It,Brigette Bush,7zz6TEDnwmmRaUcRBHZDmq,0,0.896,0.651,11.0,-6.725,0.0,0.0484,0.0484,0.000528,0.247,0.881,125.361,audio_features,7zz6TEDnwmmRaUcRBHZDmq,spotify:track:7zz6TEDnwmmRaUcRBHZDmq,https://api.spotify.com/v1/tracks/7zz6TEDnwmmRaUcRBHZDmq,https://api.spotify.com/v1/audio-analysis/7zz6TEDnwmmRaUcRBHZDmq,358373.0,4.0
Can You Feel It,Roger Kenerly II,7zz6TEDnwmmRaUcRBHZDmq,0,0.896,0.651,11.0,-6.725,0.0,0.0484,0.0484,0.000528,0.247,0.881,125.361,audio_features,7zz6TEDnwmmRaUcRBHZDmq,spotify:track:7zz6TEDnwmmRaUcRBHZDmq,https://api.spotify.com/v1/tracks/7zz6TEDnwmmRaUcRBHZDmq,https://api.spotify.com/v1/audio-analysis/7zz6TEDnwmmRaUcRBHZDmq,358373.0,4.0
Can You Feel It,Bob Mack,7zz6TEDnwmmRaUcRBHZDmq,0,0.896,0.651,11.0,-6.725,0.0,0.0484,0.0484,0.000528,0.247,0.881,125.361,audio_features,7zz6TEDnwmmRaUcRBHZDmq,spotify:track:7zz6TEDnwmmRaUcRBHZDmq,https://api.spotify.com/v1/tracks/7zz6TEDnwmmRaUcRBHZDmq,https://api.spotify.com/v1/audio-analysis/7zz6TEDnwmmRaUcRBHZDmq,358373.0,4.0
Can You Feel It,Phyllis St. James,7zz6TEDnwmmRaUcRBHZDmq,0,0.896,0.651,11.0,-6.725,0.0,0.0484,0.0484,0.000528,0.247,0.881,125.361,audio_features,7zz6TEDnwmmRaUcRBHZDmq,spotify:track:7zz6TEDnwmmRaUcRBHZDmq,https://api.spotify.com/v1/tracks/7zz6TEDnwmmRaUcRBHZDmq,https://api.spotify.com/v1/audio-analysis/7zz6TEDnwmmRaUcRBHZDmq,358373.0,4.0
Can You Feel It,Carolyn Dennis,7zz6TEDnwmmRaUcRBHZDmq,0,0.896,0.651,11.0,-6.725,0.0,0.0484,0.0484,0.000528,0.247,0.881,125.361,audio_features,7zz6TEDnwmmRaUcRBHZDmq,spotify:track:7zz6TEDnwmmRaUcRBHZDmq,https://api.spotify.com/v1/tracks/7zz6TEDnwmmRaUcRBHZDmq,https://api.spotify.com/v1/audio-analysis/7zz6TEDnwmmRaUcRBHZDmq,358373.0,4.0
Can You Feel It,Ronald Vann,7zz6TEDnwmmRaUcRBHZDmq,0,0.896,0.651,11.0,-6.725,0.0,0.0484,0.0484,0.000528,0.247,0.881,125.361,audio_features,7zz6TEDnwmmRaUcRBHZDmq,spotify:track:7zz6TEDnwmmRaUcRBHZDmq,https://api.spotify.com/v1/tracks/7zz6TEDnwmmRaUcRBHZDmq,https://api.spotify.com/v1/audio-analysis/7zz6TEDnwmmRaUcRBHZDmq,358373.0,4.0
Can You Feel It,Soloman Daniels,7zz6TEDnwmmRaUcRBHZDmq,0,0.896,0.651,11.0,-6.725,0.0,0.0484,0.0484,0.000528,0.247,0.881,125.361,audio_features,7zz6TEDnwmmRaUcRBHZDmq,spotify:track:7zz6TEDnwmmRaUcRBHZDmq,https://api.spotify.com/v1/tracks/7zz6TEDnwmmRaUcRBHZDmq,https://api.spotify.com/v1/audio-analysis/7zz6TEDnwmmRaUcRBHZDmq,358373.0,4.0
Can You Feel It,Carmen Twillie,7zz6TEDnwmmRaUcRBHZDmq,0,0.896,0.651,11.0,-6.725,0.0,0.0484,0.0484,0.000528,0.247,0.881,125.361,audio_features,7zz6TEDnwmmRaUcRBHZDmq,spotify:track:7zz6TEDnwmmRaUcRBHZDmq,https://api.spotify.com/v1/tracks/7zz6TEDnwmmRaUcRBHZDmq,https://api.spotify.com/v1/audio-analysis/7zz6TEDnwmmRaUcRBHZDmq,358373.0,4.0
Can You Feel It,Yolanda Kenerly,7zz6TEDnwmmRaUcRBHZDmq,0,0.896,0.651,11.0,-6.725,0.0,0.0484,0.0484,0.000528,0.247,0.881,125.361,audio_features,7zz6TEDnwmmRaUcRBHZDmq,spotify:track:7zz6TEDnwmmRaUcRBHZDmq,https://api.spotify.com/v1/tracks/7zz6TEDnwmmRaUcRBHZDmq,https://api.spotify.com/v1/audio-analysis/7zz6TEDnwmmRaUcRBHZDmq,358373.0,4.0
Can You Feel It,Bunny Hull,7zz6TEDnwmmRaUcRBHZDmq,0,0.896,0.651,11.0,-6.725,0.0,0.0484,0.0484,0.000528,0.247,0.881,125.361,audio_features,7zz6TEDnwmmRaUcRBHZDmq,spotify:track:7zz6TEDnwmmRaUcRBHZDmq,https://api.spotify.com/v1/tracks/7zz6TEDnwmmRaUcRBHZDmq,https://api.spotify.com/v1/audio-analysis/7zz6TEDnwmmRaUcRBHZDmq,358373.0,4.0
Open Up (Radio Edit),Leftfield,1OQETrSEd09HhIR6fEJEhn,35,0.613,0.856,5.0,-10.298,1.0,0.0305,1.66e-05,0.0288,0.546,0.745,124.891,audio_features,1OQETrSEd09HhIR6fEJEhn,spotify:track:1OQETrSEd09HhIR6fEJEhn,https://api.spotify.com/v1/tracks/1OQETrSEd09HhIR6fEJEhn,https://api.spotify.com/v1/audio-analysis/1OQETrSEd09HhIR6fEJEhn,232027.0,4.0
What Do You Want to Make Those Eyes at Me For - Single Version - Re-mastered 2004,Shakin' Stevens,7dQl5A1VxoDWdqpAqN6YDt,0,0.536,0.955,6.0,-2.982,1.0,0.0578,0.481,0.000279,0.549,0.713,114.009,audio_features,7dQl5A1VxoDWdqpAqN6YDt,spotify:track:7dQl5A1VxoDWdqpAqN6YDt,https://api.spotify.com/v1/tracks/7dQl5A1VxoDWdqpAqN6YDt,https://api.spotify.com/v1/audio-analysis/7dQl5A1VxoDWdqpAqN6YDt,171467.0,4.0
Connection,Elastica,2BrL11P3djGJKirIN160qf,0,0.686,0.689,3.0,-5.558,1.0,0.0366,0.000313,0.69,0.0492,0.875,121.329,audio_features,2BrL11P3djGJKirIN160qf,spotify:track:2BrL11P3djGJKirIN160qf,https://api.spotify.com/v1/tracks/2BrL11P3djGJKirIN160qf,https://api.spotify.com/v1/audio-analysis/2BrL11P3djGJKirIN160qf,140533.0,4.0
3 Chains O' Gold,Prince,02xJ0V8wj4ZMBMLNckcogH,23,0.316,0.627,3.0,-5.965,0.0,0.0455,0.0182,0.00128,0.114,0.326,138.131,audio_features,02xJ0V8wj4ZMBMLNckcogH,spotify:track:02xJ0V8wj4ZMBMLNckcogH,https://api.spotify.com/v1/tracks/02xJ0V8wj4ZMBMLNckcogH,https://api.spotify.com/v1/audio-analysis/02xJ0V8wj4ZMBMLNckcogH,363307.0,4.0
If I Can Dream - Stereo Mix,Elvis Presley,1UFC110Pt7YQsgeDbmllyx,42,0.228,0.687,0.0,-6.792,1.0,0.0395,0.406,0.000763,0.146,0.434,189.752,audio_features,1UFC110Pt7YQsgeDbmllyx,spotify:track:1UFC110Pt7YQsgeDbmllyx,https://api.spotify.com/v1/tracks/1UFC110Pt7YQsgeDbmllyx,https://api.spotify.com/v1/audio-analysis/1UFC110Pt7YQsgeDbmllyx,189373.0,3.0
Lose Yourself,Eminem,7MJQ9Nfxzh8LPZ9e9u68Fq,71,0.689,0.735,2.0,-4.545,1.0,0.267,0.00922,0.00072,0.365,0.059,171.403,audio_features,7MJQ9Nfxzh8LPZ9e9u68Fq,spotify:track:7MJQ9Nfxzh8LPZ9e9u68Fq,https://api.spotify.com/v1/tracks/7MJQ9Nfxzh8LPZ9e9u68Fq,https://api.spotify.com/v1/audio-analysis/7MJQ9Nfxzh8LPZ9e9u68Fq,320627.0,4.0
I'm a Believer - 2006 Remaster,The Monkees,3G7tRC24Uh09Hmp1KZ7LQ2,75,0.526,0.775,0.0,-6.05,1.0,0.0352,0.707,2.05e-05,0.217,0.962,80.106,audio_features,3G7tRC24Uh09Hmp1KZ7LQ2,spotify:track:3G7tRC24Uh09Hmp1KZ7LQ2,https://api.spotify.com/v1/tracks/3G7tRC24Uh09Hmp1KZ7LQ2,https://api.spotify.com/v1/audio-analysis/3G7tRC24Uh09Hmp1KZ7LQ2,167373.0,4.0
Fairytale of New York (feat. Kirsty MacColl),The Pogues,1O0jrf1Ar84fVoXY5nlVWW,34,0.271,0.551,2.0,-7.48,1.0,0.0457,0.582,4.16e-05,0.256,0.428,78.111,audio_features,1O0jrf1Ar84fVoXY5nlVWW,spotify:track:1O0jrf1Ar84fVoXY5nlVWW,https://api.spotify.com/v1/tracks/1O0jrf1Ar84fVoXY5nlVWW,https://api.spotify.com/v1/audio-analysis/1O0jrf1Ar84fVoXY5nlVWW,272467.0,4.0
Fairytale of New York (feat. Kirsty MacColl),Kirsty MacColl,1O0jrf1Ar84fVoXY5nlVWW,34,0.271,0.551,2.0,-7.48,1.0,0.0457,0.582,4.16e-05,0.256,0.428,78.111,audio_features,1O0jrf1Ar84fVoXY5nlVWW,spotify:track:1O0jrf1Ar84fVoXY5nlVWW,https://api.spotify.com/v1/tracks/1O0jrf1Ar84fVoXY5nlVWW,https://api.spotify.com/v1/audio-analysis/1O0jrf1Ar84fVoXY5nlVWW,272467.0,4.0
Walking On Sunshine,Katrina & The Waves,05wIrZSwuaVWhcv5FfqeH0,79,0.597,0.87,10.0,-11.97,1.0,0.0371,0.0119,0.166,0.0678,0.944,109.901,audio_features,05wIrZSwuaVWhcv5FfqeH0,spotify:track:05wIrZSwuaVWhcv5FfqeH0,https://api.spotify.com/v1/tracks/05wIrZSwuaVWhcv5FfqeH0,https://api.spotify.com/v1/audio-analysis/05wIrZSwuaVWhcv5FfqeH0,238733.0,4.0
MacArthur Park,Richard Harris,2pYtycZTHsWFCI38jhPQaj,0,0.218,0.492,10.0,-12.002,1.0,0.0279,0.401,0.0302,0.43,0.351,85.367,audio_features,2pYtycZTHsWFCI38jhPQaj,spotify:track:2pYtycZTHsWFCI38jhPQaj,https://api.spotify.com/v1/tracks/2pYtycZTHsWFCI38jhPQaj,https://api.spotify.com/v1/audio-analysis/2pYtycZTHsWFCI38jhPQaj,442667.0,4.0
Strawberry Fields Forever - Remastered,The Beatles,5EuraV2jbqB15ihd3d2Hex,1,0.39,0.502,10.0,-12.277,1.0,0.178,0.336,0.000138,0.0713,0.289,97.871,audio_features,5EuraV2jbqB15ihd3d2Hex,spotify:track:5EuraV2jbqB15ihd3d2Hex,https://api.spotify.com/v1/tracks/5EuraV2jbqB15ihd3d2Hex,https://api.spotify.com/v1/audio-analysis/5EuraV2jbqB15ihd3d2Hex,247320.0,4.0
Lust For Life,Iggy Pop,570LZW7MNIdRUYVEr3BNnQ,0,0.389,0.973,9.0,-5.533,1.0,0.0444,0.0273,5.12e-06,0.0975,0.669,104.225,audio_features,570LZW7MNIdRUYVEr3BNnQ,spotify:track:570LZW7MNIdRUYVEr3BNnQ,https://api.spotify.com/v1/tracks/570LZW7MNIdRUYVEr3BNnQ,https://api.spotify.com/v1/audio-analysis/570LZW7MNIdRUYVEr3BNnQ,313926.0,4.0
I Say a Little Prayer,Aretha Franklin,3NfxSdJnVdon1axzloJgba,76,0.592,0.355,9.0,-14.051,1.0,0.0352,0.478,0.0,0.0585,0.499,133.032,audio_features,3NfxSdJnVdon1axzloJgba,spotify:track:3NfxSdJnVdon1axzloJgba,https://api.spotify.com/v1/tracks/3NfxSdJnVdon1axzloJgba,https://api.spotify.com/v1/audio-analysis/3NfxSdJnVdon1axzloJgba,216773.0,4.0
Innuendo - Remastered 2011,Queen,0BzhS74ByIVlyz8BedHaYi,57,0.346,0.728,1.0,-5.747,1.0,0.0451,0.187,0.00379,0.344,0.174,74.939,audio_features,0BzhS74ByIVlyz8BedHaYi,spotify:track:0BzhS74ByIVlyz8BedHaYi,https://api.spotify.com/v1/tracks/0BzhS74ByIVlyz8BedHaYi,https://api.spotify.com/v1/audio-analysis/0BzhS74ByIVlyz8BedHaYi,393027.0,4.0
Legend of a Cowgirl,Imani Coppola,5NNGO1dOEpwDdkbTfw0ErB,30,0.745,0.608,6.0,-5.525,1.0,0.0373,0.0171,0.0,0.081,0.541,129.303,audio_features,5NNGO1dOEpwDdkbTfw0ErB,spotify:track:5NNGO1dOEpwDdkbTfw0ErB,https://api.spotify.com/v1/tracks/5NNGO1dOEpwDdkbTfw0ErB,https://api.spotify.com/v1/audio-analysis/5NNGO1dOEpwDdkbTfw0ErB,227667.0,4.0
I Bet You Look Good On The Dancefloor,Arctic Monkeys,3DQVgcqaP3iSMbaKsd57l5,74,0.535,0.948,6.0,-4.19,0.0,0.0356,0.00225,0.0,0.376,0.778,103.183,audio_features,3DQVgcqaP3iSMbaKsd57l5,spotify:track:3DQVgcqaP3iSMbaKsd57l5,https://api.spotify.com/v1/tracks/3DQVgcqaP3iSMbaKsd57l5,https://api.spotify.com/v1/audio-analysis/3DQVgcqaP3iSMbaKsd57l5,173680.0,4.0
Stan,Eminem,3UmaczJpikHgJFyBTAJVoz,81,0.78,0.768,6.0,-4.325,0.0,0.238,0.0371,2.34e-06,0.518,0.507,80.063,audio_features,3UmaczJpikHgJFyBTAJVoz,spotify:track:3UmaczJpikHgJFyBTAJVoz,https://api.spotify.com/v1/tracks/3UmaczJpikHgJFyBTAJVoz,https://api.spotify.com/v1/audio-analysis/3UmaczJpikHgJFyBTAJVoz,404107.0,4.0
Stan,Dido,3UmaczJpikHgJFyBTAJVoz,81,0.78,0.768,6.0,-4.325,0.0,0.238,0.0371,2.34e-06,0.518,0.507,80.063,audio_features,3UmaczJpikHgJFyBTAJVoz,spotify:track:3UmaczJpikHgJFyBTAJVoz,https://api.spotify.com/v1/tracks/3UmaczJpikHgJFyBTAJVoz,https://api.spotify.com/v1/audio-analysis/3UmaczJpikHgJFyBTAJVoz,404107.0,4.0
Cars,Gary Numan,6HZ67VImxqr8aMBEEhblzf,0,0.546,0.578,2.0,-8.745,1.0,0.0406,0.0114,6.54e-05,0.0692,0.819,128.037,audio_features,6HZ67VImxqr8aMBEEhblzf,spotify:track:6HZ67VImxqr8aMBEEhblzf,https://api.spotify.com/v1/tracks/6HZ67VImxqr8aMBEEhblzf,https://api.spotify.com/v1/audio-analysis/6HZ67VImxqr8aMBEEhblzf,238907.0,4.0
Light & Day / Reach for the Sun,The Polyphonic Spree,2tqUvU7hJymXT8t8Me6EiY,33,0.252,0.868,2.0,-5.35,1.0,0.0753,0.645,1.1e-06,0.169,0.221,125.096,audio_features,2tqUvU7hJymXT8t8Me6EiY,spotify:track:2tqUvU7hJymXT8t8Me6EiY,https://api.spotify.com/v1/tracks/2tqUvU7hJymXT8t8Me6EiY,https://api.spotify.com/v1/audio-analysis/2tqUvU7hJymXT8t8Me6EiY,202573.0,4.0
I'll Never Fall In Love Again,Bobbie Gentry,0OGcCB0znxmiaARYuwmHP2,1,0.591,0.508,2.0,-10.999,1.0,0.0298,0.185,7.34e-05,0.194,0.528,115.029,audio_features,0OGcCB0znxmiaARYuwmHP2,spotify:track:0OGcCB0znxmiaARYuwmHP2,https://api.spotify.com/v1/tracks/0OGcCB0znxmiaARYuwmHP2,https://api.spotify.com/v1/audio-analysis/0OGcCB0znxmiaARYuwmHP2,172960.0,4.0
A Girl Like You,Edwyn Collins,6XOINCZBv8Q7RXgNNiTwIN,0,0.619,0.781,5.0,-7.455,0.0,0.0393,0.0243,0.000286,0.402,0.533,126.267,audio_features,6XOINCZBv8Q7RXgNNiTwIN,spotify:track:6XOINCZBv8Q7RXgNNiTwIN,https://api.spotify.com/v1/tracks/6XOINCZBv8Q7RXgNNiTwIN,https://api.spotify.com/v1/audio-analysis/6XOINCZBv8Q7RXgNNiTwIN,236583.0,4.0
Sign 'O' the Times,Prince,4Yenz5JZZOUiZSeyKY8bDz,51,0.701,0.515,10.0,-6.551,1.0,0.0988,0.00843,0.025,0.0772,0.549,197.768,audio_features,4Yenz5JZZOUiZSeyKY8bDz,spotify:track:4Yenz5JZZOUiZSeyKY8bDz,https://api.spotify.com/v1/tracks/4Yenz5JZZOUiZSeyKY8bDz,https://api.spotify.com/v1/audio-analysis/4Yenz5JZZOUiZSeyKY8bDz,302760.0,4.0
When I Fall In Love - Remastered,Nat King Cole,0JlHhicC1HetuYgujLD9hO,43,0.243,0.171,1.0,-17.555,1.0,0.037,0.814,0.00523,0.101,0.0897,126.684,audio_features,0JlHhicC1HetuYgujLD9hO,spotify:track:0JlHhicC1HetuYgujLD9hO,https://api.spotify.com/v1/tracks/0JlHhicC1HetuYgujLD9hO,https://api.spotify.com/v1/audio-analysis/0JlHhicC1HetuYgujLD9hO,191200.0,4.0
Resurrection Shuffle,"Ashton, Gardner & Dyke",5QqZ6fhRnXDKkA8UHuBeAG,14,0.593,0.879,0.0,-6.685,1.0,0.0609,0.25,0.000752,0.102,0.776,98.634,audio_features,5QqZ6fhRnXDKkA8UHuBeAG,spotify:track:5QqZ6fhRnXDKkA8UHuBeAG,https://api.spotify.com/v1/tracks/5QqZ6fhRnXDKkA8UHuBeAG,https://api.spotify.com/v1/audio-analysis/5QqZ6fhRnXDKkA8UHuBeAG,191760.0,4.0
Teenage Kicks,The Undertones,4wNATViXFXHOKsGgEehnBT,5,0.375,0.848,2.0,-6.818,1.0,0.0387,4.98e-06,0.0,0.132,0.705,134.926,audio_features,4wNATViXFXHOKsGgEehnBT,spotify:track:4wNATViXFXHOKsGgEehnBT,https://api.spotify.com/v1/tracks/4wNATViXFXHOKsGgEehnBT,https://api.spotify.com/v1/audio-analysis/4wNATViXFXHOKsGgEehnBT,144960.0,4.0
Everybody's Got To Learn Sometime,The Korgis,1APzPGnxRoy641yBRA6IUi,0,0.375,0.238,1.0,-14.994,0.0,0.0267,0.554,0.0425,0.125,0.0574,73.978,audio_features,1APzPGnxRoy641yBRA6IUi,spotify:track:1APzPGnxRoy641yBRA6IUi,https://api.spotify.com/v1/tracks/1APzPGnxRoy641yBRA6IUi,https://api.spotify.com/v1/audio-analysis/1APzPGnxRoy641yBRA6IUi,258667.0,4.0
The Jean Genie - 2013 Remaster,David Bowie,6uZtMNTfU5u8w6fsnXeOdb,58,0.58,0.571,9.0,-9.116,1.0,0.0321,0.378,5.13e-06,0.358,0.818,128.15,audio_features,6uZtMNTfU5u8w6fsnXeOdb,spotify:track:6uZtMNTfU5u8w6fsnXeOdb,https://api.spotify.com/v1/tracks/6uZtMNTfU5u8w6fsnXeOdb,https://api.spotify.com/v1/audio-analysis/6uZtMNTfU5u8w6fsnXeOdb,248013.0,4.0
Wondrous Place - Single Version,Jeff Lewis,30QIN4fNF6kGGyNyIi3vhy,33,0.674,0.496,9.0,-8.936,1.0,0.038,0.827,0.0,0.0863,0.387,115.095,audio_features,30QIN4fNF6kGGyNyIi3vhy,spotify:track:30QIN4fNF6kGGyNyIi3vhy,https://api.spotify.com/v1/tracks/30QIN4fNF6kGGyNyIi3vhy,https://api.spotify.com/v1/audio-analysis/30QIN4fNF6kGGyNyIi3vhy,144173.0,4.0
Wondrous Place - Single Version,Bill Giant,30QIN4fNF6kGGyNyIi3vhy,33,0.674,0.496,9.0,-8.936,1.0,0.038,0.827,0.0,0.0863,0.387,115.095,audio_features,30QIN4fNF6kGGyNyIi3vhy,spotify:track:30QIN4fNF6kGGyNyIi3vhy,https://api.spotify.com/v1/tracks/30QIN4fNF6kGGyNyIi3vhy,https://api.spotify.com/v1/audio-analysis/30QIN4fNF6kGGyNyIi3vhy,144173.0,4.0
Wondrous Place - Single Version,Billy Fury,30QIN4fNF6kGGyNyIi3vhy,33,0.674,0.496,9.0,-8.936,1.0,0.038,0.827,0.0,0.0863,0.387,115.095,audio_features,30QIN4fNF6kGGyNyIi3vhy,spotify:track:30QIN4fNF6kGGyNyIi3vhy,https://api.spotify.com/v1/tracks/30QIN4fNF6kGGyNyIi3vhy,https://api.spotify.com/v1/audio-analysis/30QIN4fNF6kGGyNyIi3vhy,144173.0,4.0
Hit the Road Jack,Ray Charles,4UGxnxGlpc7BB8Cbu8vITC,0,0.731,0.606,8.0,-8.092,0.0,0.0735,0.539,0.0,0.418,0.964,170.831,audio_features,4UGxnxGlpc7BB8Cbu8vITC,spotify:track:4UGxnxGlpc7BB8Cbu8vITC,https://api.spotify.com/v1/tracks/4UGxnxGlpc7BB8Cbu8vITC,https://api.spotify.com/v1/audio-analysis/4UGxnxGlpc7BB8Cbu8vITC,119840.0,4.0
